Row ID,Order ID,Order_Status,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Full_Name,Day Name,Month Name,Year,Sales_Class,Main_Order_Status,Main_Ship_Date,Main_Birthdate,Month_num,Day_num,10% Discount,Days_to_ship
3387,24132,Delivered,06-Jul-09,Low,3,63.84,0.02,Regular Air,-47.97,15.51,17.78,West,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,Justin Knight,Monday,July,2009,Low Sales,Delivered,13-Jul-09,12-Nov-71,7,0,6.384,7
7874,56293,Delivered,05-Jan-10,Not Specified,44,712.64,0.06,Regular Air,-27.72,16.91,6.25,West,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,Michelle Arnett,Tuesday,January,2010,Low Sales,Delivered,06-Jan-10,17-Sep-62,1,1,71.264,1
5921,41988,Delivered,04-Feb-09,Low,14,181.49,0.1,Regular Air,-29.54,13.43,5.5,West,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Matt Abelman,Wednesday,February,2009,Low Sales,Delivered,08-Feb-09,25-Mar-69,2,2,18.149,4
8155,58310,Delivered,23-Feb-09,Critical,22,834.81,0.03,Regular Air,1.98,37.76,12.9,Prarie,Home Office,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,Mary O'Rourke,Monday,February,2009,Low Sales,Delivered,24-Feb-09,07-Sep-44,2,0,83.481,1
2122,15109,Delivered,14-Dec-10,Not Specified,10,142.15,0.09,Regular Air,-58.18,14.03,9.37,Prarie,Home Office,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,Maria Bertelson,Tuesday,December,2010,Low Sales,Delivered,16-Dec-10,21-Apr-65,12,1,14.215,2
819,5920,Delivered,19-Nov-09,High,4,582.59,0.07,Regular Air,-121.75,155.06,7.07,Ontario,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,Nat Gilpin,Thursday,November,2009,Low Sales,Delivered,19-Nov-09,02-Nov-68,11,3,58.259,0
4789,34017,Delivered,23-Mar-09,High,28,435.39,0.01,Regular Air,-48.97,14.98,7.69,Ontario,Corporate,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,Paul Prost,Monday,March,2009,Low Sales,Delivered,25-Mar-09,26-Aug-66,3,0,43.539,2
681,4743,Delivered,30-Mar-10,Low,32,719.64,0.01,Regular Air,-245.62,20.89,11.52,Ontario,Home Office,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,Gary Zandusky,Tuesday,March,2010,Low Sales,Delivered,06-Apr-10,11-Jan-72,3,1,71.964,7
2451,17825,Delivered,13-Jan-10,Not Specified,26,981.9,0.06,Regular Air,11.38,37.76,12.9,Ontario,Home Office,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,Larry Hughes,Wednesday,January,2010,Low Sales,Delivered,16-Jan-10,02-Aug-69,1,2,98.19,3
2470,17956,Delivered,05-Aug-10,Critical,17,1914.65,0.01,Regular Air,73.45,111.03,8.64,Ontario,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,Kelly Lampkin,Thursday,August,2010,Low Sales,Delivered,06-Aug-10,01-Mar-68,8,3,191.465,1
3188,22881,Delivered,06-Apr-10,Medium,33,476.06,0.04,Regular Air,-120.48,14.03,9.37,Ontario,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,Melanie Page,Tuesday,April,2010,Low Sales,Delivered,07-Apr-10,22-Feb-46,4,1,47.606,1
3396,24196,Delivered,30-Jul-10,High,24,1049.49,0.05,Regular Air,-5.41,43.57,16.36,Ontario,Home Office,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box,0.55,Nat Carroll,Friday,July,2010,Low Sales,Delivered,01-Aug-10,28-Nov-47,7,4,104.949,2
4416,31495,Delivered,04-Aug-10,Low,34,1234.85,0.03,Regular Air,212.2,34.76,8.22,Ontario,Consumer,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,Gary Hansen,Wednesday,August,2010,Low Sales,Delivered,11-Aug-10,23-May-60,8,2,123.485,7
5137,36643,Delivered,23-Feb-09,Critical,30,1025.02,0.04,Regular Air,87.03,33.29,8.74,Ontario,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,Ruben Ausman,Monday,February,2009,Low Sales,Delivered,24-Feb-09,18-Nov-64,2,0,102.502,1
7355,52391,Delivered,12-Dec-09,High,39,857.84,0.02,Regular Air,-309.43,20.89,11.52,Ontario,Corporate,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,Alan Hwang,Saturday,December,2009,Low Sales,Delivered,14-Dec-09,08-Nov-40,12,5,85.784,2
7936,56710,Delivered,11-May-10,Not Specified,34,479.84,0.02,Regular Air,5.71,13.43,5.5,Ontario,Consumer,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Jim Mitchum,Tuesday,May,2010,Low Sales,Delivered,12-May-10,16-Jan-60,5,1,47.984,1
8039,57415,Delivered,24-Mar-09,Medium,6,101.52,0.02,Regular Air,-16.37,15.42,5.41,Ontario,Consumer,Office Supplies,Storage & Organization,Decoflex Hanging Personal Folder File,Small Box,0.59,Tamara Chand,Tuesday,March,2009,Low Sales,Delivered,25-Mar-09,10-May-46,3,1,10.152,1
398,2752,Delivered,18-Nov-10,High,10,365.62,0.03,Regular Air,15.77,34.76,8.22,Ontario,Small Business,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,Todd Boyes,Thursday,November,2010,Low Sales,Delivered,18-Nov-10,02-Mar-73,11,3,36.562,0
1940,13895,Delivered,20-Nov-10,High,44,614.34,0.02,Regular Air,-171.7,14.03,9.37,Ontario,Small Business,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,Michelle Ellison,Saturday,November,2010,Low Sales,Delivered,20-Nov-10,21-May-57,11,5,61.434,0
6023,42690,Delivered,28-Sep-10,Low,48,786.13,0.04,Regular Air,-236.12,16.74,7.04,Ontario,Home Office,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box,0.81,Olvera Toch,Tuesday,September,2010,Low Sales,Delivered,02-Oct-10,28-Mar-82,9,1,78.613,4
3071,22020,Delivered,17-May-10,Critical,37,498.28,0.01,Regular Air,10.18,13.48,4.51,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,Harold Dahlen,Monday,May,2010,Low Sales,Delivered,18-May-10,19-Oct-61,5,0,49.828,1
3352,24003,Delivered,31-Oct-09,Critical,50,1318.49,0.02,Regular Air,4.69,24.98,8.79,Atlantic,Corporate,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,0.66,Dan Campbell,Saturday,October,2009,Low Sales,Delivered,01-Nov-09,24-Feb-61,10,5,131.849,1
4226,30023,Delivered,15-Oct-10,Low,14,157.33,0.1,Regular Air,-76.34,11.35,8.6,Atlantic,Consumer,Office Supplies,Storage & Organization,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Small Box,0.57,Giulietta Dortch,Friday,October,2010,Low Sales,Delivered,24-Oct-10,12-Mar-62,10,4,15.733,9
4732,33699,Delivered,26-Jul-09,Low,18,290.07,0.07,Regular Air,-114.2,16.74,7.04,Atlantic,Small Business,Office Supplies,Storage & Organization,Rogers® Profile Extra Capacity Storage Tub,Small Box,0.81,Troy Staebel,Sunday,July,2009,Low Sales,Delivered,02-Aug-09,10-Aug-70,7,6,29.007,7
6000,42528,Delivered,23-Feb-10,Medium,13,250.75,0.02,Regular Air,-43.52,17.7,9.47,Atlantic,Consumer,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,Alex Grayson,Tuesday,February,2010,Low Sales,Delivered,24-Feb-10,21-Oct-68,2,1,25.075,1
6180,43813,Delivered,21-Jul-09,Not Specified,23,384.21,0.04,Regular Air,-266.22,15.51,17.78,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,Carlos Meador,Tuesday,July,2009,Low Sales,Delivered,23-Jul-09,05-Jul-68,7,1,38.421,2
2942,21319,Delivered,29-Apr-10,Medium,11,167.53,0.03,Regular Air,-40.94,14.98,7.69,Atlantic,Consumer,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,Chuck Sachs,Thursday,April,2010,Low Sales,Delivered,02-May-10,13-May-81,4,3,16.753,3
3379,24102,Delivered,30-Nov-10,Critical,50,1844.26,0.03,Regular Air,47.58,37.76,12.9,Atlantic,Small Business,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,Fred McMath,Tuesday,November,2010,Low Sales,Delivered,01-Dec-10,14-Jan-55,11,1,184.426,1
6149,43526,Delivered,26-May-10,High,19,320.03,0,Regular Air,-43.22,15.31,8.78,Quebec,Consumer,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,Barry Gonzalez,Wednesday,May,2010,Low Sales,Delivered,27-May-10,27-Jul-76,5,2,32.003,1
1557,11236,Delivered,30-Oct-10,High,4,1629.75,0.03,Regular Air,-195.7,415.88,11.37,Quebec,Small Business,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,Robert Barroso,Saturday,October,2010,Low Sales,Delivered,01-Nov-10,09-Jul-80,10,5,162.975,2
4132,29350,Delivered,25-Aug-09,High,10,150.33,0.1,Regular Air,-47.88,15.14,4.53,Quebec,Consumer,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,Eric Barreto,Tuesday,August,2009,Low Sales,Delivered,28-Aug-09,09-Mar-70,8,1,15.033,3
220,1444,Delivered,05-Dec-09,Medium,24,416.4,0.02,Regular Air,24.33,17.15,4.96,Quebec,Home Office,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Small Box,0.58,Noel Staavos,Saturday,December,2009,Low Sales,Delivered,07-Dec-09,25-Dec-66,12,5,41.64,2
589,4033,Delivered,01-Jun-10,Low,21,763.12,0.03,Regular Air,140.33,34.76,5.49,Quebec,Consumer,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6,Bill Tyler,Tuesday,June,2010,Low Sales,Delivered,03-Jun-10,02-Apr-61,6,1,76.312,2
3629,25927,Delivered,22-Apr-09,Medium,14,422.83,0.02,Regular Air,-21.06,29.74,6.64,Quebec,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,Rick Duston,Wednesday,April,2009,Low Sales,Delivered,22-Apr-09,24-Aug-51,4,2,42.283,0
5653,40005,Delivered,25-Jul-10,High,9,130.43,0.03,Regular Air,-8.7,13.48,4.51,Quebec,Small Business,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,Mark Packer,Sunday,July,2010,Low Sales,Delivered,25-Jul-10,01-Jun-68,7,6,13.043,0
6353,45030,Delivered,24-Jul-10,High,1,18.16,0.03,Regular Air,-7.25,12.28,6.13,Quebec,Consumer,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,Giulietta Dortch,Saturday,July,2010,Low Sales,Delivered,26-Jul-10,21-Feb-65,7,5,1.816,2
7821,55909,Delivered,19-May-09,Low,2,32.6,0.03,Regular Air,-20.57,13.43,5.5,Quebec,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Karen Ferguson,Tuesday,May,2009,Low Sales,Delivered,26-May-09,22-Jul-64,5,1,3.26,7
3147,22562,Delivered,27-Mar-09,Medium,3,57.48,0,Regular Air,-28.09,16.06,8.34,Quebec,Home Office,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,Jennifer Ferguson,Friday,March,2009,Low Sales,Delivered,28-Mar-09,24-Feb-66,3,4,5.748,1
4352,31040,Delivered,14-Sep-10,Not Specified,19,545.71,0.1,Regular Air,-35.47,29.74,6.64,Quebec,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,Caroline Jumper,Tuesday,September,2010,Low Sales,Delivered,16-Sep-10,09-Aug-71,9,1,54.571,2
4598,32741,Delivered,15-Feb-09,Low,13,136.24,0.07,Regular Air,-81.77,9.71,9.45,Quebec,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,Bill Eplett,Sunday,February,2009,Low Sales,Delivered,22-Feb-09,16-Oct-70,2,6,13.624,7
6287,44487,Delivered,11-Sep-09,Critical,37,558.77,0.03,Regular Air,-92.87,15.14,4.53,Quebec,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,Helen Wasserman,Friday,September,2009,Low Sales,Delivered,13-Sep-09,15-Nov-72,9,4,55.877,2
6571,46725,Delivered,20-Sep-10,Not Specified,8,137.42,0.04,Regular Air,-24.86,16.91,6.25,Quebec,Consumer,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,Anne Pryor,Monday,September,2010,Low Sales,Delivered,21-Sep-10,26-Jul-71,9,0,13.742,1
6976,49831,Delivered,23-Aug-10,Critical,18,274.32,0.01,Regular Air,-58.24,15.14,4.53,Quebec,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,Brenda Bowman,Monday,August,2010,Low Sales,Delivered,25-Aug-10,21-Jun-71,8,0,27.432,2
94,611,Delivered,26-Jan-10,Critical,47,840.04,0.04,Regular Air,-131.27,17.7,9.47,Ontario,Home Office,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,Arthur Prichep,Tuesday,January,2010,Low Sales,Delivered,28-Jan-10,11-Jan-78,1,1,84.004,2
2078,14854,Delivered,28-Apr-10,Low,24,391.23,0.07,Regular Air,-27.98,16.91,6.25,Ontario,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,Robert Marley,Wednesday,April,2010,Low Sales,Delivered,02-May-10,13-Feb-70,4,2,39.123,4
5292,37669,Delivered,29-Oct-10,Not Specified,4,70.02,0,Regular Air,-30.63,15.31,8.78,Ontario,Corporate,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,Alejandro Grove,Friday,October,2010,Low Sales,Delivered,01-Nov-10,24-Jun-57,10,4,7.002,3
5362,38117,Delivered,20-Apr-10,Low,28,481.27,0.01,Regular Air,-128.89,15.7,11.25,Ontario,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,Mick Hernandez,Tuesday,April,2010,Low Sales,Delivered,25-Apr-10,20-Mar-72,4,1,48.127,5
5779,40997,Delivered,21-Apr-09,Low,1,22.61,0.03,Regular Air,-8.4,14.97,7.51,Ontario,Small Business,Office Supplies,Storage & Organization,Pizazz® Global Quick File™,Small Box,0.57,Odella Nelson,Tuesday,April,2009,Low Sales,Delivered,23-Apr-09,18-Nov-78,4,1,2.261,2
3005,21636,Delivered,10-Aug-09,Low,6,40.06,0.07,Regular Air,-24.44,5.98,4.69,Ontario,Home Office,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,Fred Wasserman,Monday,August,2009,Low Sales,Delivered,15-Aug-09,07-Sep-55,8,0,4.006,5
4031,28774,Delivered,01-Jan-09,High,32,180.36,0.1,Regular Air,-111.8,5.98,4.69,Ontario,Small Business,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,Jessica Myrick,Thursday,January,2009,Low Sales,Delivered,02-Jan-09,06-May-67,1,3,18.036,1
790,5639,Delivered,01-Jun-09,Medium,31,501.38,0.03,Regular Air,-71.95,15.31,8.78,Ontario,Small Business,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,Raymond Fair,Monday,June,2009,Low Sales,Delivered,02-Jun-09,26-Aug-71,6,0,50.138,1
4646,33090,Delivered,05-Aug-09,Medium,26,1033.93,0,Regular Air,63.41,37.76,12.9,Ontario,Corporate,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box,0.57,Deanra Eno,Wednesday,August,2009,Low Sales,Delivered,06-Aug-09,22-Sep-67,8,2,103.393,1
1787,12803,Delivered,25-Feb-10,Not Specified,32,383.81,0.03,Regular Air,-21.15,12.21,4.81,Atlantic,Home Office,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,Patrick Jones,Thursday,February,2010,Low Sales,Delivered,27-Feb-10,23-Jul-75,2,3,38.381,2
6213,44002,Delivered,07-Feb-09,Medium,14,261.85,0.03,Regular Air,-52.33,17.7,9.47,Prarie,Corporate,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,John Lee,Saturday,February,2009,Low Sales,Delivered,07-Feb-09,08-Jul-80,2,5,26.185,0
6745,48032,Delivered,26-Aug-10,High,29,412.86,0.07,Regular Air,-104.43,15.14,4.53,Prarie,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,John Lee,Thursday,August,2010,Low Sales,Delivered,27-Aug-10,14-Feb-44,8,3,41.286,1
6941,49541,Delivered,16-Jan-09,Medium,35,503.75,0,Regular Air,16.46,13.43,5.5,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Joe Elijah,Friday,January,2009,Low Sales,Delivered,17-Jan-09,04-Apr-45,1,4,50.375,1
7015,50054,Delivered,06-Sep-10,Not Specified,41,1439.96,0.02,Regular Air,182.46,33.29,8.74,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box,0.61,Cynthia Delaney,Monday,September,2010,Low Sales,Delivered,08-Sep-10,21-Oct-79,9,0,143.996,2
189,1253,Delivered,25-Jan-10,Critical,15,494.34,0.05,Regular Air,-30.19,31.98,6.72,Prarie,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,Tanja Norvell,Monday,January,2010,Low Sales,Delivered,25-Jan-10,07-Dec-76,1,0,49.434,0
233,1542,Delivered,14-Sep-10,Medium,13,448,0.08,Regular Air,27.2,35.51,6.31,Prarie,Consumer,Office Supplies,Storage & Organization,Steel Personal Filing/Posting Tote,Small Box,0.58,Linda Southworth,Tuesday,September,2010,Low Sales,Delivered,16-Sep-10,20-Oct-77,9,1,44.8,2
1236,8998,Delivered,03-Jan-10,Low,13,178.13,0.04,Regular Air,-19.75,13.43,5.5,Prarie,Consumer,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Linda Southworth,Sunday,January,2010,Low Sales,Delivered,08-Jan-10,08-May-60,1,6,17.813,5
1883,13540,Delivered,23-May-10,High,33,431.06,0.02,Regular Air,-26.78,12.28,6.13,Prarie,Consumer,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,Theresa Swint,Sunday,May,2010,Low Sales,Delivered,23-May-10,02-Mar-66,5,6,43.106,0
2253,16225,Delivered,28-May-09,Critical,30,550.29,0.03,Regular Air,-82.5,17.7,9.47,Prarie,Consumer,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,Tanja Norvell,Thursday,May,2009,Low Sales,Delivered,30-May-09,22-May-64,5,3,55.029,2
3588,25601,Delivered,05-Jan-09,Medium,43,257.41,0.09,Regular Air,-131.08,5.98,4.69,Prarie,Corporate,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,Valerie Dominguez,Monday,January,2009,Low Sales,Delivered,06-Jan-09,06-Jul-74,1,0,25.741,1
4078,29058,Delivered,03-Jan-10,High,41,1011.67,0.04,Regular Air,-74.64,24.98,8.79,Prarie,Consumer,Office Supplies,Storage & Organization,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,0.66,Valerie Takahito,Sunday,January,2010,Low Sales,Delivered,03-Jan-10,02-Jan-70,1,6,101.167,0
6569,46721,Delivered,13-Sep-09,Medium,17,1912.76,0.03,Regular Air,71.56,111.03,8.64,Prarie,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,Nick Radford,Sunday,September,2009,Low Sales,Delivered,14-Sep-09,07-May-60,9,6,191.276,1
2093,14978,Delivered,27-May-10,Critical,14,195.12,0,Regular Air,-6.32,13.48,4.51,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,Randy Bradley,Thursday,May,2010,Low Sales,Delivered,28-May-10,26-Jan-60,5,3,19.512,1
3813,27141,Delivered,04-Feb-10,Not Specified,28,1645.51,0.06,Regular Air,300.34,59.76,9.71,Prarie,Corporate,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,Patrick Ryan,Thursday,February,2010,Low Sales,Delivered,05-Feb-10,19-Oct-70,2,3,164.551,1
7843,56099,Delivered,05-Oct-10,Low,6,96.03,0.1,Regular Air,-59.39,15.7,11.25,Prarie,Corporate,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,Michelle Moray,Tuesday,October,2010,Low Sales,Delivered,12-Oct-10,14-Aug-70,10,1,9.603,7
1627,11777,Delivered,25-Dec-09,Low,39,651.45,0.07,Regular Air,-160.56,17.7,9.47,Prarie,Consumer,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,Jack O'Briant,Friday,December,2009,Low Sales,Delivered,01-Jan-10,06-Nov-70,12,4,65.145,7
6863,48900,Delivered,22-Mar-09,Not Specified,42,636.34,0.08,Regular Air,-99.26,15.14,4.53,Prarie,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,Jack O'Briant,Sunday,March,2009,Low Sales,Delivered,23-Mar-09,12-Nov-44,3,6,63.634,1
8222,58784,Delivered,18-Jan-09,Medium,17,278.76,0.02,Regular Air,-210.09,15.51,17.78,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59,Kristen Hastings,Sunday,January,2009,Low Sales,Delivered,19-Jan-09,18-Nov-71,1,6,27.876,1
2763,19974,Delivered,03-Nov-10,High,22,267.43,0.07,Regular Air,-45.98,12.28,6.13,Prarie,Corporate,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,Rick Wilson,Wednesday,November,2010,Low Sales,Delivered,05-Nov-10,12-Jun-36,11,2,26.743,2
4400,31330,Delivered,01-Jun-10,High,38,540.64,0.02,Regular Air,13.89,13.43,5.5,Prarie,Corporate,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Paul Stevenson,Tuesday,June,2010,Low Sales,Delivered,02-Jun-10,06-Jun-65,6,1,54.064,1
626,4359,Delivered,02-Mar-10,Critical,21,215.76,0.09,Regular Air,-97.75,10.9,7.46,Prarie,Home Office,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box,0.59,Kelly Andreada,Tuesday,March,2010,Low Sales,Delivered,04-Mar-10,03-Aug-70,3,1,21.576,2
2040,14530,Delivered,06-Apr-09,High,49,645.14,0.1,Regular Air,-26.32,13.43,5.5,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,Tracy Blumstein,Monday,April,2009,Low Sales,Delivered,08-Apr-09,21-Jul-68,4,0,64.514,2
5604,39717,Delivered,28-Nov-09,High,20,835.48,0.06,Regular Air,-58.13,43.57,16.36,Prarie,Corporate,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box,0.55,Jennifer Ferguson,Saturday,November,2009,Low Sales,Delivered,30-Nov-09,17-Jan-48,11,5,83.548,2
5701,40321,Delivered,23-Jun-10,High,18,740.49,0.1,Regular Air,88.9,42.76,6.22,Prarie,Consumer,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,0.51,Andy Gerbode,Wednesday,June,2010,Low Sales,Delivered,24-Jun-10,03-Oct-49,6,2,74.049,1
1702,12259,Delivered,14-Feb-10,High,45,1379.62,0.1,Regular Air,-66.07,31.98,6.72,Atlantic,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,Muhammed Yedwab,Sunday,February,2010,Low Sales,Delivered,15-Feb-10,10-Sep-71,2,6,137.962,1
5249,37348,Delivered,13-Jun-09,High,33,551.67,0.08,Regular Air,25.44,17.15,4.96,Atlantic,Home Office,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Small Box,0.58,Maribeth Dona,Saturday,June,2009,Low Sales,Delivered,16-Jun-09,08-Mar-79,6,5,55.167,3
7034,50209,Delivered,10-Sep-10,High,2,53.3,0,Regular Air,-46.2,20.89,11.52,Atlantic,Consumer,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.83,Brendan Sweed,Friday,September,2010,Low Sales,Delivered,11-Sep-10,14-Apr-38,9,4,5.33,1
7790,55746,Delivered,30-Jun-09,Not Specified,29,324.75,0.07,Regular Air,-36.87,11.29,5.03,Atlantic,Consumer,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,Small Box,0.59,Georgia Rosenberg,Tuesday,June,2009,Low Sales,Delivered,02-Jul-09,17-Jun-65,6,1,32.475,2
34,224,Delivered,17-Jun-09,Not Specified,33,528.5,0.04,Regular Air,-149.92,15.42,10.68,Yukon,Corporate,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58,Bart Folk,Wednesday,June,2009,Low Sales,Delivered,18-Jun-09,14-Oct-75,6,2,52.85,1
764,5472,Delivered,10-Apr-10,Low,27,339.03,0.09,Regular Air,-24.44,13.48,4.51,Yukon,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,Karl Brown,Saturday,April,2010,Low Sales,Delivered,14-Apr-10,19-Aug-75,4,5,33.903,4
1087,8001,Delivered,19-Nov-10,High,47,1059.72,0.01,Regular Air,112.22,20.98,5.42,Yukon,Consumer,Office Supplies,Storage & Organization,Acco Perma® 3000 Stacking Storage Drawers,Small Box,0.66,Charles Crestani,Friday,November,2010,Low Sales,Delivered,21-Nov-10,13-Sep-62,11,4,105.972,2
2095,14981,Delivered,26-Oct-10,Medium,8,279.77,0.07,Regular Air,-14.02,34.76,8.22,Yukon,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,Ed Braxton,Tuesday,October,2010,Low Sales,Delivered,27-Oct-10,14-Jul-72,10,1,27.977,1
